Name,Party,gid
Ms Margaret Ritchie,Social Democratic & Labour Party,dairy
Yasmin Qureshi,Labour,dalits
Lord Harries of Pentregarth,Crossbench,dalits
Lord Cormack,Conservative,dalits
Baroness Thornton,Labour,dalits
Lord Lester of Herne Hill,Liberal Democrat,dalits
Mark Durkan,Social Democratic & Labour Party,dalits
Baroness Hooper,Conservative,dance
Andrew Bingham,Conservative,dance
Mrs Sharon Hodgson,Labour,dance
Nic Dakin,Labour,dance
Lord Taylor of Warwick,Non-affiliated,dance
Baroness Bonham-Carter of Yarnbury,Liberal Democrat,dance
Baroness McIntosh of Pickering,Conservative,dance
Daniel Zeichner,Labour,data-analytics
Earl of Erroll,Crossbench,data-analytics
Ben Howlett,Conservative,data-analytics
Lord Knight of Weymouth,Labour,data-analytics
Lord Oates,Liberal Democrat,data-analytics
Lord Sutherland of Houndwood,Crossbench,data-analytics
Stephen Timms,Labour,data-analytics
Matt Warman,Conservative,data-analytics
Jim Fitzpatrick,Labour,deafness
Neil Carmichael,Conservative,deafness
Ian Mearns,Labour,deafness
Lord Shipley,Liberal Democrat,deafness
Mark Pritchard,Conservative,death-penalty
Baroness Stern,Crossbench,death-penalty
Lord Faulkner of Worcester,Labour,death-penalty
Lord Dubs,Labour,death-penalty
Lord Dholakia,Liberal Democrat,death-penalty
Sarah Champion,Labour,death-penalty
Dr Paul Monaghan,Scottish National Party,death-penalty
Mark Durkan,Social Democratic & Labour Party,death-penalty
Baroness Hooper,Conservative,death-penalty
Yvonne Fovargue,Labour,debt-and-personal-finance
Paul Blomfield,Labour,debt-and-personal-finance
Nic Dakin,Labour,debt-and-personal-finance
Dr Paul Monaghan,Scottish National Party,debt-and-personal-finance
Jonathan Edwards,Plaid Cymru,debt-and-personal-finance
Kelly Tolhurst,Conservative,debt-and-personal-finance
Sir Gerald Howarth,Conservative,defence-and-security-issues
Mr Kevan Jones,Labour,defence-and-security-issues
Steven Paterson,Scottish National Party,defence-and-security-issues
Jack Lopresti,Conservative,defence-and-security-issues
Lord Moonie,Labour,defence-and-security-issues
Baroness Falkner of Margravine,Liberal Democrat,defence-and-security-issues
Debbie Abrahams,Labour,dementia
Baroness Greengross,Crossbench,dementia
Edward Argar,Conservative,dementia
Oliver Colvile,Conservative,dementia
John Pugh,Liberal Democrat,dementia
Alec Shelbrooke,Conservative,dementia
Jim Fitzpatrick,Labour,dementia
Dr James Davies,Conservative,dementia
Margaret Ferrier,Scottish National Party,democracy-and-human-rights-in-the-gulf
Mrs Helen Grant,Conservative,democracy-and-human-rights-in-the-gulf
Andy Slaughter,Labour,democracy-and-human-rights-in-the-gulf
Jim Shannon,Democratic Unionist Party,democracy-and-human-rights-in-the-gulf
Nicky Morgan,Conservative,democratic-participation
Lord Blunkett,Labour,democratic-participation
Owen Thompson,Scottish National Party,democratic-participation
Lord Rennard,Liberal Democrat,democratic-participation
Mark Durkan,Social Democratic & Labour Party,democratic-participation
Liz Saville Roberts,Plaid Cymru,democratic-participation
Danny Kinahan,Ulster Unionist Party,democratic-participation
Caroline Lucas,Green Party,democratic-participation
Baroness Grey-Thompson,Crossbench,democratic-participation
Gavin Robinson,Democratic Unionist Party,democratic-participation
Mr Douglas Carswell,Independent,democratic-participation
Sir Paul Beresford,Conservative,dentistry-and-oral-health
Lord Colwyn,Conservative,dentistry-and-oral-health
Sir Kevin Barron,Labour,dentistry-and-oral-health
Yasmin Qureshi,Labour,dentistry-and-oral-health
Baroness Thornton,Labour,dentistry-and-oral-health
Mr Barry Sheerman,Labour (Co-op),design-and-innovation
John Howell,Conservative,design-and-innovation
Baroness Whitaker,Labour,design-and-innovation
Lord Bichard,Crossbench,design-and-innovation
Lord Rogers of Riverside,Labour,design-and-innovation
Keith Vaz,Labour,diabetes
Victoria Atkins,Conservative,diabetes
Jim Shannon,Democratic Unionist Party,diabetes
Liz McInnes,Labour,diabetes
John Mc Nally,Scottish National Party,diabetes
Baroness Ludford,Liberal Democrat,diabetes
Liz Saville Roberts,Plaid Cymru,digital-crime
Mrs Cheryl Gillan,Conservative,digital-crime
Mr Barry Sheerman,Labour (Co-op),digital-crime
Corri Wilson,Scottish National Party,digital-crime
Baroness Howe of Idlicote,Crossbench,digital-crime
Calum Kerr,Scottish National Party,digital-economy
Drew Hendry,Scottish National Party,digital-economy
Stuart Blair Donaldson,Scottish National Party,digital-economy
Dr Paul Monaghan,Scottish National Party,digital-economy
Simon Hoare,Conservative,digital-economy
Mark Durkan,Social Democratic & Labour Party,digital-economy
Baroness Neville-Jones,Conservative,digital-economy
Lord Gordon of Strathblane,Labour,digital-economy
Dr Lisa Cameron,Scottish National Party,disability
Johnny Mercer,Conservative,disability
Neil Coyle,Labour,disability
Baroness Campbell of Surbiton,Crossbench,disability
Stephen McPartland,Conservative,disability
Neil Gray,Scottish National Party,disability
Heidi Allen,Conservative,disability
Lord Dubs,Labour,disability
Baroness Grey-Thompson,Crossbench,disability
Baroness Masham of Ilton,Crossbench,disability
Baroness Thomas of Winchester,Liberal Democrat,disability
Baroness Uddin,Non-affiliated,disability
Mark Pawsey,Conservative,district-councils
Graham Jones,Labour,district-councils
Heather Wheeler,Conservative,district-councils
Lord Kennedy of Southwark,Labour,district-councils
Lord Teverson,Liberal Democrat,district-councils
Robert Flello,Labour,dog-welfare
Dr Matthew Offord,Conservative,dog-welfare
Dr Paul Monaghan,Scottish National Party,dog-welfare
Sir David Amess,Conservative,dog-welfare
Sir Roger Gale,Conservative,dog-welfare
Jess Phillips,Labour,domestic-violence
Mrs Maria Miller,Conservative,domestic-violence
Nusrat Ghani,Conservative,domestic-violence
Sir Peter Bottomley,Conservative,domestic-violence
Angela Rayner,Labour,domestic-violence
Thangam Debbonaire,Labour,domestic-violence
Fiona Mactaggart,Labour,domestic-violence
Caroline Lucas,Green Party,domestic-violence
Baroness Thornton,Labour,domestic-violence
Vicky Foxcroft,Labour,domestic-violence
Gavin Newlands,Scottish National Party,domestic-violence
Keir Starmer,Labour,domestic-violence
Peter Grant,Scottish National Party,domestic-violence
Sarah Champion,Labour,domestic-violence
Norman Lamb,Liberal Democrat,domestic-violence
Baroness Hamwee,Liberal Democrat,domestic-violence
Matthew Pennycook,Labour,domestic-violence
Mrs Flick Drummond,Conservative,domestic-violence
Lucy Powell,Labour (Co-op),drones
Baroness Stern,Crossbench,drones
Kirsten Oswald,Scottish National Party,drones
Tom Watson,Labour,drones
Lord Hodgson of Astley Abbotts,Conservative,drones
Lord Macdonald of River Glaven,Liberal Democrat,drones
Douglas Chapman,Scottish National Party,drones
Richard Burgon,Labour,drones
Caroline Lucas,Green Party,drug-policy-reform
Baroness Meacher,Crossbench,drug-policy-reform
Baroness Stern,Crossbench,drug-policy-reform
Paul Flynn,Labour,drug-policy-reform
Lord Norton of Louth,Conservative,drug-policy-reform
Dr Paul Monaghan,Scottish National Party,drug-policy-reform
Lord Paddick,Liberal Democrat,drug-policy-reform
Lord Howarth of Newport,Labour,drug-policy-reform
Mrs Sharon Hodgson,Labour,dyslexia-and-other-specific-learning-difficulties
Graham Evans,Conservative,dyslexia-and-other-specific-learning-difficulties
Lord Addington,Liberal Democrat,dyslexia-and-other-specific-learning-difficulties
Lord Storey,Liberal Democrat,dyslexia-and-other-specific-learning-difficulties
Ms Marie Rimmer,Labour,dyslexia-and-other-specific-learning-difficulties
James Berry,Conservative,dyslexia-and-other-specific-learning-difficulties
John McDonnell,Labour,dyslexia-and-other-specific-learning-difficulties
Corri Wilson,Scottish National Party,dyslexia-and-other-specific-learning-difficulties
Oliver Colvile,Conservative,dyslexia-and-other-specific-learning-difficulties
Iain Stewart,Conservative,east-west-rail
Lord Faulkner of Worcester,Labour,east-west-rail
Daniel Zeichner,Labour,east-west-rail
Richard Fuller,Conservative,east-west-rail
Maggie Throup,Conservative,east-west-rail
Stuart Andrew,Conservative,east-west-rail
Mark Pawsey,Conservative,e-cigarettes
Glyn Davies,Conservative,e-cigarettes
Lord Callanan,Conservative,e-cigarettes
Stephen Metcalfe,Conservative,e-cigarettes
Mary Glindon,Labour,e-cigarettes
Viscount Ridley,Conservative,e-cigarettes
Danny Kinahan,Ulster Unionist Party,education
Andrea Jenkyns,Conservative,education
Fabian Hamilton,Labour,education
Nic Dakin,Labour,education
Neil Carmichael,Conservative,education-governance-and-leadership
Lucy Powell,Labour (Co-op),education-governance-and-leadership
Mike Wood,Conservative,education-governance-and-leadership
Lilian Greenwood,Labour,education-governance-and-leadership
Baroness Howe of Idlicote,Crossbench,education-governance-and-leadership
Jim Shannon,Democratic Unionist Party,eggs-pigs-and-poultry
Earl Cathcart,Conservative,eggs-pigs-and-poultry
Dr Eilidh Whiteford,Scottish National Party,eggs-pigs-and-poultry
Chris Davies,Conservative,eggs-pigs-and-poultry
John Spellar,Labour,eggs-pigs-and-poultry
Mr Ranil Jayawardena,Conservative,endangered-species
Nick Herbert,Conservative,endangered-species
Rebecca Pow,Conservative,endangered-species
Jim Fitzpatrick,Labour,endangered-species
Jim Shannon,Democratic Unionist Party,endangered-species
Richard Benyon,Conservative,endangered-species
Pauline Latham,Conservative,endangered-species
Mr David Hanson,Labour,endangered-species
Lord Black of Brentwood,Conservative,endangered-species
Lord St John of Bletso,Crossbench,endangered-species
Mr Stephen Hepburn,Labour,energy-costs
Lord Palmer,Crossbench,energy-costs
Lord Deben,Conservative,energy-costs
Peter Aldous,Conservative,energy-costs
David Mowat,Conservative,energy-costs
Julie Elliott,Labour,energy-costs
Mr Peter Lilley,Conservative,energy-costs
Philip Boswell,Scottish National Party,energy-costs
Lord Haworth,Labour,energy-costs
Alex Cunningham,Labour,energy-intensive-industries
Graham Evans,Conservative,energy-intensive-industries
Nic Dakin,Labour,energy-intensive-industries
Andy McDonald,Labour,energy-intensive-industries
Peter Aldous,Conservative,energy-storage
James Heappey,Conservative,energy-storage
Hywel Williams,Plaid Cymru,energy-storage
Tom Blenkinsop,Labour,energy-storage
Lord Teverson,Liberal Democrat,energy-storage
Mr Ian Liddell-Grainger,Conservative,energy-studies
Neil Parish,Conservative,energy-studies
Lord O'Neill of Clackmannan,Labour,energy-studies
Lord Skelmersdale,Conservative,energy-studies
James Heappey,Conservative,energy-studies
Mr Laurence Robertson,Conservative,engineering
Lord Broers,Crossbench,engineering
Lord Willis of Knaresborough,Liberal Democrat,engineering
Chi Onwurah,Labour,engineering
Mr Alan Mak,Conservative,entrepreneurship
Earl of Erroll,Crossbench,entrepreneurship
Wayne David,Labour,entrepreneurship
Baroness Morris of Bolton,Conservative,entrepreneurship
Baroness Howells of St Davids,Labour,entrepreneurship
Lord Bilimoria,Crossbench,entrepreneurship
Richard Benyon,Conservative,environment
Lord Palmer,Crossbench,environment
Dr Alan Whitehead,Labour,environment
Jack Dromey,Labour,environment
Mrs Cheryl Gillan,Conservative,environment
Valerie Vaz,Labour,epilepsy
Mrs Cheryl Gillan,Conservative,epilepsy
Baroness Hussein-Ece,Liberal Democrat,epilepsy
Andy McDonald,Labour,epilepsy
Greg Mulholland,Liberal Democrat,epilepsy
Paul Maynard,Conservative,epilepsy
Paula Sherriff,Labour,epilepsy
Teresa Pearce,Labour,epilepsy
Bob Blackman,Conservative,equitable-life
Fabian Hamilton,Labour,equitable-life
Baroness Kramer,Liberal Democrat,equitable-life
Sir Peter Bottomley,Conservative,equitable-life
Margaret Ferrier,Scottish National Party,equitable-life
Mims Davies,Conservative,ethics-and-sustainability-in-fashion
Baroness Young of Hornsey,Crossbench,ethics-and-sustainability-in-fashion
Catherine West,Labour,ethics-and-sustainability-in-fashion
Baroness Uddin,Non-affiliated,ethics-and-sustainability-in-fashion
Baroness Parminter,Liberal Democrat,ethics-and-sustainability-in-fashion
Baroness Prosser,Labour,ethics-and-sustainability-in-fashion
James Heappey,Conservative,events-industry
Christian Matheson,Labour,events-industry
Viscount Waverley,Crossbench,events-industry
Chris Davies,Conservative,events-industry
Nigel Huddleston,Conservative,events-industry
Dr Matthew Offord,Conservative,explosive-weapons
Roger Mullin,Scottish National Party,explosive-weapons
Mark Durkan,Social Democratic & Labour Party,explosive-weapons
Lord Dubs,Labour,explosive-weapons
Lord Dear,Crossbench,explosive-weapons
Steven Paterson,Scottish National Party,explosive-weapons
Mr Andrew Tyrie,Conservative,extraordinary-rendition
Lord Hodgson of Astley Abbotts,Conservative,extraordinary-rendition
Kelvin Hopkins,Labour,extraordinary-rendition
Lord Tyler,Liberal Democrat,extraordinary-rendition
George Kerevan,Scottish National Party,fair-business-banking
Calum Kerr,Scottish National Party,fair-business-banking
Jonathan Edwards,Plaid Cymru,fair-business-banking
Mr Mark Williams,Liberal Democrat,fair-business-banking
Helen Goodman,Labour,fair-business-banking
Michelle Thomson,Independent,fair-business-banking
Mr Steve Baker,Conservative,fair-business-banking
Lord Cromwell,Crossbench,fair-business-banking
Charlie Elphicke,Conservative,fair-fuel-for-motorists-and-hauliers
Robert Flello,Labour,fair-fuel-for-motorists-and-hauliers
Martin Vickers,Conservative,fair-fuel-for-motorists-and-hauliers
Angus Brendan MacNeil,Scottish National Party,fair-fuel-for-motorists-and-hauliers
Danny Kinahan,Ulster Unionist Party,fair-fuel-for-motorists-and-hauliers
Maria Caulfield,Conservative,fair-fuel-for-motorists-and-hauliers
Drew Hendry,Scottish National Party,fair-fuel-for-motorists-and-hauliers
Sir David Amess,Conservative,fairs-and-showgrounds
Sir David Crausby,Labour,fairs-and-showgrounds
Claire Perry,Conservative,fairs-and-showgrounds
Kwasi Kwarteng,Conservative,fairs-and-showgrounds
Jason McCartney,Conservative,fairtrade
Holly Lynch,Labour,fairtrade
Cat Smith,Labour,fairtrade
Mark Durkan,Social Democratic & Labour Party,fairtrade
Carolyn Harris,Labour,fairtrade
Jeff Smith,Labour,fairtrade
Stephen Timms,Labour,faith-and-society
Mr Gary Streeter,Conservative,faith-and-society
Fiona Bruce,Conservative,faith-and-society
Baroness Neuberger,Crossbench,faith-and-society
Lord Tyler,Liberal Democrat,faith-and-society
Mr David Lammy,Labour,faith-and-society
Steve Double,Conservative,faith-and-society
John Stevenson,Conservative,family-business
Mary Glindon,Labour,family-business
Lord Cotter,Liberal Democrat,family-business
Julian Sturdy,Conservative,family-business
Michelle Donelan,Conservative,family-business
Mr David Lammy,Labour,fatherhood
Mr David Burrowes,Conservative,fatherhood
Frank Field,Labour,fatherhood
Jenny Chapman,Labour,fatherhood
Steve Double,Conservative,fatherhood
Fiona Bruce,Conservative,fatherhood
Chris Leslie,Labour (Co-op),fatherhood
Sir Kevin Barron,Labour,film-industry
Mr Nigel Evans,Conservative,film-industry
Caroline Flint,Labour,film-industry
Diana Johnson,Labour,film-industry
Suella Fernandes,Conservative,financial-education-for-young-people
Marion Fellows,Scottish National Party,financial-education-for-young-people
Julian Knight,Conservative,financial-education-for-young-people
Drew Hendry,Scottish National Party,financial-education-for-young-people
Nic Dakin,Labour,financial-education-for-young-people
Stephen Hammond,Conservative,financial-markets-and-services
Mr Alan Mak,Conservative,financial-markets-and-services
Lord Teverson,Liberal Democrat,financial-markets-and-services
Baroness Cohen of Pimlico,Labour,financial-markets-and-services
Robert Neill,Conservative,financial-markets-and-services
Adam Afriyie,Conservative,financial-technology
Chi Onwurah,Labour,financial-technology
Gavin Robinson,Democratic Unionist Party,financial-technology
Lord Holmes of Richmond,Conservative,financial-technology
Mark Field,Conservative,financial-technology
Mr Alan Mak,Conservative,financial-technology
Mr Barry Sheerman,Labour (Co-op),financial-technology
Sir David Amess,Conservative,fire-safety-rescue
Chris Davies,Conservative,fire-safety-rescue
Mary Glindon,Labour,fire-safety-rescue
Jim Fitzpatrick,Labour,fire-safety-rescue
Peter Aldous,Conservative,fire-safety-rescue
Peter Aldous,Conservative,first-aid
